  0.00000000 -8.75333295715961e-03  5.59559128031021e-07 -2.96935137451048e-06
  0.01000000 -8.78044649675252e-03  1.98580819941522e-06 -1.08271964307001e-06
  0.02000000 -8.86092288069322e-03  1.63939060504439e-05 -1.34454046577649e-06
  0.03000000 -8.99226191848883e-03  1.76738367575081e-05 -8.99397076722931e-06
  0.04000000 -9.17058254356648e-03  1.64450020232748e-05 -9.80963312105917e-06
  0.05000000 -9.39098250257135e-03  1.23859774773660e-05 -1.41806288115413e-05
  0.06000000 -9.64793164160477e-03  1.90025215528905e-05 -1.30905265927023e-05
  0.07000000 -9.93563748158309e-03  1.93429095807534e-05 -1.77738494253774e-05
  0.08000000 -1.02483445922757e-02  1.80674309688659e-05 -2.04672337695927e-05
  0.09000000 -1.05805535070970e-02  1.57597384786085e-05 -1.94418275859902e-05
  0.10000000 -1.09271629590410e-02  1.07034859083522e-05 -2.02895701808623e-05
  0.15000000 -1.27320860125676e-02  1.16692185597573e-05 -1.80152915614868e-05
  0.20000000 -1.44077275870268e-02  1.22989008519186e-05 -1.60763435601483e-05
  0.25000000 -1.57930273404677e-02  1.59797766523234e-05 -1.46763711897032e-05
  0.30000000 -1.68657997815534e-02  1.80371973119876e-05 -1.18100382763108e-05
  0.35000000 -1.76675244945909e-02  1.97731765197027e-05 -7.17763969825567e-06
  0.40000000 -1.82576584420516e-02  1.66657357355336e-05 -6.02713780579591e-06
  0.45000000 -1.86905030469280e-02  2.40305723164607e-05 -4.08149264111191e-06
  0.50000000 -1.89918932979085e-02  4.09784786726212e-05 -2.09602661287289e-05
