  0.00000000  8.53193322468371e-03  4.00325623022562e-08  1.48344491832575e-07
  0.01000000  8.58534455051604e-03  7.24555857156801e-08  1.40055722326344e-07
  0.02000000  8.74376413587069e-03  1.57402306885328e-07  1.32444474515510e-07
  0.03000000  9.00205434443962e-03  2.28806194159823e-07  1.44821197021982e-07
  0.04000000  9.35255800850785e-03  2.78286863492066e-07  1.78131914950261e-07
  0.05000000  9.78613046773909e-03  2.61124281935126e-07  1.87999699275031e-07
  0.06000000  1.02931195968886e-02  3.23145164656965e-07  1.72588579996381e-07
  0.07000000  1.08641152066915e-02  3.46913249379401e-07  2.41061635882218e-07
  0.08000000  1.14904152833716e-02  2.63660067347814e-07  2.30033939625497e-07
  0.09000000  1.21642441428077e-02  2.79441092310609e-07  2.07973637904617e-07
  0.10000000  1.28787932702199e-02  2.90323186089297e-07  1.85255530459239e-07
  0.15000000  1.68801819449107e-02  2.39082395196982e-07  1.24142700715833e-07
  0.20000000  2.12549460509194e-02  3.48084474677872e-07  8.23924991878152e-08
  0.25000000  2.56564364651313e-02  4.16434452472291e-07  9.10141044243503e-08
  0.30000000  2.98263073684910e-02  5.08466676542756e-07  1.80949073632565e-07
  0.35000000  3.36167744172382e-02  5.17629096459015e-07  2.09689168140107e-07
  0.40000000  3.70035149015951e-02  6.04710153668265e-07  3.73260409780171e-07
  0.45000000  4.00382378918160e-02  6.61895367139910e-07  3.99209263033686e-07
  0.50000000  4.25856907893306e-02  9.53940331050244e-07  6.28989039185908e-07
