  0.00000000  8.53193322468371e-03  3.15595204512546e-08  1.20192493398201e-07
  0.01000000  8.58534455051604e-03  7.41591763481886e-08  1.10805565086375e-07
  0.02000000  8.74376413587069e-03  1.77778668115180e-07  1.09001645828785e-07
  0.03000000  9.00205434443962e-03  2.14524488478439e-07  1.25646563133550e-07
  0.04000000  9.35255800850785e-03  3.04768668401826e-07  1.47326896830587e-07
  0.05000000  9.78613046773909e-03  2.79776442483756e-07  1.75167496781482e-07
  0.06000000  1.02931195968886e-02  3.82358078256369e-07  1.66569012133655e-07
  0.07000000  1.08641152066915e-02  3.45225100169934e-07  2.42566632542130e-07
  0.08000000  1.14904152833716e-02  2.80376554803764e-07  2.22978310930856e-07
  0.09000000  1.21642441428077e-02  3.14333296636764e-07  1.98875516080489e-07
  0.10000000  1.28787932702199e-02  3.17972231950655e-07  1.89862477976844e-07
  0.15000000  1.68801819449107e-02  2.44941126338021e-07  1.08631320819707e-07
  0.20000000  2.12549460509194e-02  3.99211558778539e-07  8.44967068637497e-08
  0.25000000  2.56564364651313e-02  4.47701255779235e-07  1.50687038383014e-07
  0.30000000  2.98263073684910e-02  5.47286646143472e-07  2.41807664171470e-07
  0.35000000  3.36167744172382e-02  4.95206623740327e-07  2.75731284695756e-07
  0.40000000  3.70035149015951e-02  8.56359990310304e-07  4.77177544216347e-07
  0.45000000  4.00382378918160e-02  6.01872646088586e-07  4.64431339979076e-07
  0.50000000  4.25856907893306e-02  9.41330591868649e-07  5.42738849254549e-07
