  0.00000000 -8.75333295715961e-03  4.47229161128627e-08 -4.14491063806094e-07
  0.01000000 -8.78044649675252e-03  7.25872533756020e-08 -4.03031749631017e-07
  0.02000000 -8.86092288069322e-03  1.76243239302838e-07 -3.84931642579954e-07
  0.03000000 -8.99226191848883e-03  3.21213479072854e-07 -4.00991903025886e-07
  0.04000000 -9.17058254356648e-03  3.59955354800877e-07 -4.55432729153950e-07
  0.05000000 -9.39098250257135e-03  3.28587788648285e-07 -4.66243764408043e-07
  0.06000000 -9.64793164160477e-03  4.28627412076182e-07 -5.12728483273257e-07
  0.07000000 -9.93563748158309e-03  5.03047455977267e-07 -5.43156574288477e-07
  0.08000000 -1.02483445922757e-02  5.01346078344918e-07 -6.11037259393028e-07
  0.09000000 -1.05805535070970e-02  4.26859545886995e-07 -5.93116467277763e-07
  0.10000000 -1.09271629590410e-02  4.84372830709834e-07 -6.27497480499569e-07
  0.15000000 -1.27320860125676e-02  3.55267539123354e-07 -6.34586271808085e-07
  0.20000000 -1.44077275870268e-02  3.46153549112779e-07 -5.88622257770177e-07
  0.25000000 -1.57930273404677e-02  6.14023668723995e-07 -5.07125935699524e-07
  0.30000000 -1.68657997815534e-02  4.46615774618788e-07 -4.28037288228318e-07
  0.35000000 -1.76675244945909e-02  5.16825566612885e-07 -3.59756277767716e-07
  0.40000000 -1.82576584420516e-02  4.68677063352943e-07 -2.80596859247759e-07
  0.45000000 -1.86905030469280e-02  5.64835834084001e-07 -2.71388640647695e-07
  0.50000000 -1.89918932979085e-02  8.44260200482326e-07 -7.51978822654536e-07
