  0.00000000  8.53193322468371e-03  4.00325623022562e-08  1.48344491832575e-07
  0.01000000  8.56678657380341e-03  6.27916629884235e-08  1.38641247231775e-07
  0.02000000  8.67045442581416e-03  1.49751300377242e-07  1.27598788512933e-07
  0.03000000  8.84035218219881e-03  2.31941091398627e-07  1.44873235229829e-07
  0.04000000  9.07245640914208e-03  2.78452208867272e-07  1.65473791047159e-07
  0.05000000  9.36166222839066e-03  2.51442615415772e-07  2.01175035460124e-07
  0.06000000  9.70217383311025e-03  3.29281541251398e-07  2.26407787093439e-07
  0.07000000  1.00878672286325e-02  3.33895503415988e-07  2.67472828617362e-07
  0.08000000  1.05125871768234e-02  3.08515752490215e-07  2.87113263657613e-07
  0.09000000  1.09703645789000e-02  2.89070590261290e-07  2.91264951069191e-07
  0.10000000  1.14555585512885e-02  2.67560079182849e-07  2.91838670891198e-07
  0.15000000  1.41252445162649e-02  1.95882865492023e-07  2.38828544106398e-07
  0.20000000  1.68787376814272e-02  2.12089319344414e-07  2.02724986995535e-07
  0.25000000  1.94536050076478e-02  2.28471823808802e-07  1.95817075389625e-07
  0.30000000  2.17532321833857e-02  2.43294956621824e-07  2.07920350804621e-07
  0.35000000  2.37821175561064e-02  2.56259399288022e-07  2.26032819432616e-07
  0.40000000  2.55837614702069e-02  2.64208813577142e-07  2.52049274989928e-07
  0.45000000  2.71956647008122e-02  3.22024090329809e-07  2.67805365629761e-07
  0.50000000  2.86186755517495e-02  3.29891724164811e-07  7.73312343169108e-08
