  0.00000000 -8.75333295715961e-03  1.24953547406924e-07 -3.44812206707941e-07
  0.01000000 -8.80265663547453e-03  2.01280157988387e-07 -3.19858587134017e-07
  0.02000000 -8.94870211830637e-03  6.42587691985611e-07 -2.80716565474753e-07
  0.03000000 -9.18600228286232e-03  8.00513926955054e-07 -5.90674844895606e-07
  0.04000000 -9.50636402500658e-03  7.44228720797400e-07 -5.20634742488615e-07
  0.05000000 -9.89991974331226e-03  8.67421195378707e-07 -7.59386152581645e-07
  0.06000000 -1.03561338466302e-02  1.14947240375073e-06 -8.31131123912954e-07
  0.07000000 -1.08645849043323e-02  7.39532216594983e-07 -9.72963231459664e-07
  0.08000000 -1.14154698998381e-02  6.05964348376886e-07 -9.30263273611577e-07
  0.09000000 -1.19998644192583e-02  6.38191488524221e-07 -8.40169431560778e-07
  0.10000000 -1.26098080786578e-02  6.28128118475740e-07 -8.16976026587653e-07
  0.15000000 -1.58256605079098e-02  6.21332991014138e-07 -8.52623732515372e-07
  0.20000000 -1.89324441987237e-02  7.71703854771719e-07 -6.46138341486917e-07
  0.25000000 -2.16323127770073e-02  1.11793880244794e-06 -5.30719390327656e-07
  0.30000000 -2.38223416345500e-02  1.19788339891794e-06 -4.20350393557591e-07
  0.35000000 -2.55264109581959e-02  1.33834732635300e-06 -2.65453441713799e-07
  0.40000000 -2.68349826365921e-02  1.43386927729260e-06 -1.82880378076244e-07
  0.45000000 -2.78484354233560e-02  1.87552128691007e-06 -7.92112179276734e-08
  0.50000000 -2.86045513575697e-02  2.54982267666389e-06 -9.08752963925549e-07
