  0.00000000 -8.75333295715961e-03  4.47229161128627e-08 -4.14491063806094e-07
  0.01000000 -8.80441273852476e-03  9.38928103148741e-08 -3.97623066277785e-07
  0.02000000 -8.95555620601342e-03  2.32969651635374e-07 -3.89210692004254e-07
  0.03000000 -9.20082658572516e-03  3.39638316427106e-07 -4.30453069754269e-07
  0.04000000 -9.53136622633331e-03  3.49074546152436e-07 -4.74345276994399e-07
  0.05000000 -9.93657166460488e-03  4.98095266946573e-07 -5.24376077641169e-07
  0.06000000 -1.04052033055562e-02  4.36010225623604e-07 -5.57897342499276e-07
  0.07000000 -1.09262325578445e-02  5.03158844784178e-07 -5.82382258557031e-07
  0.08000000 -1.14893751301517e-02  4.47487112057512e-07 -6.23175092913187e-07
  0.09000000 -1.20853557204424e-02  4.03738910408156e-07 -6.09949262145879e-07
  0.10000000 -1.27059849115310e-02  3.83721757312911e-07 -5.85177741268625e-07
  0.15000000 -1.59604961292109e-02  3.42948393937728e-07 -5.19596246496101e-07
  0.20000000 -1.90948028847502e-02  3.54156996335017e-07 -4.14556989295125e-07
  0.25000000 -2.18393883545315e-02  3.90014086503939e-07 -3.12414666881338e-07
  0.30000000 -2.41065203427485e-02  5.53864808414148e-07 -1.98660537831011e-07
  0.35000000 -2.59067082752332e-02  7.79112111075777e-07 -1.15204263470119e-07
  0.40000000 -2.72965428404221e-02  1.14587881715322e-06 -1.04076409006813e-07
  0.45000000 -2.83456418988449e-02  1.39157118598450e-06 -3.06684410473191e-08
  0.50000000 -2.90441992450825e-02  1.70909007309590e-06 -2.93478371113138e-07
