  0.00000000  8.53193322468371e-03  3.86465746837441e-08  1.42586294724775e-07
  0.01000000  8.56678657380341e-03  6.16441535185160e-08  1.32703256522445e-07
  0.02000000  8.67045442581416e-03  1.50358857612113e-07  1.21497479241363e-07
  0.03000000  8.84035218219881e-03  2.37044556170852e-07  1.38742555311715e-07
  0.04000000  9.07245640914208e-03  2.93151852625779e-07  1.63151360952851e-07
  0.05000000  9.36166222839066e-03  2.49360459022656e-07  2.03298707846133e-07
  0.06000000  9.70217383311025e-03  3.32222081225823e-07  2.28924826251902e-07
  0.07000000  1.00878672286325e-02  3.29453229770670e-07  2.73199331378162e-07
  0.08000000  1.05125871768234e-02  2.86163495845428e-07  2.82792043987947e-07
  0.09000000  1.09703645789000e-02  2.85795668265637e-07  2.76155329878104e-07
  0.10000000  1.14555585512885e-02  2.75804478063077e-07  2.80320185841451e-07
  0.15000000  1.41252445162649e-02  1.91364517085621e-07  2.40910076263196e-07
  0.20000000  1.68787376814272e-02  2.02773774525633e-07  2.06236454969078e-07
  0.25000000  1.94536050076478e-02  2.23236808463543e-07  2.00827009415665e-07
  0.30000000  2.17532321833857e-02  2.58826623213706e-07  2.12900378054921e-07
  0.35000000  2.37821175561064e-02  2.74433848877330e-07  2.18201604198224e-07
  0.40000000  2.55837614702069e-02  2.64248186776833e-07  2.41536430873806e-07
  0.45000000  2.71956647008122e-02  3.17398519341315e-07  2.57970846538072e-07
  0.50000000  2.86186755517495e-02  3.27555392645863e-07  6.86782238499300e-08
