  0.00000000  8.53193322468371e-03  3.36979891253459e-08  1.30198061711457e-07
  0.01000000  8.58757210135254e-03  7.49178898216249e-08  1.16056277889177e-07
  0.02000000  8.75252080278306e-03  1.85496391508371e-07  1.10080379537746e-07
  0.03000000  9.02122077435839e-03  2.63095480103322e-07  1.39674428781505e-07
  0.04000000  9.38542623288893e-03  3.15034983487404e-07  1.77000861114423e-07
  0.05000000  9.83535235592655e-03  3.11274405360668e-07  1.82326226808555e-07
  0.06000000  1.03607490309314e-02  2.89991525871233e-07  2.09532964325063e-07
  0.07000000  1.09517045997295e-02  3.63364653441439e-07  2.04573596262228e-07
  0.08000000  1.15991302148503e-02  3.51334183877739e-07  2.26864164206654e-07
  0.09000000  1.22949721702749e-02  3.48240629267854e-07  2.21373702119881e-07
  0.10000000  1.30322352635114e-02  3.43626307946217e-07  2.11515800404855e-07
  0.15000000  1.71551113424626e-02  3.01848699849245e-07  2.15053006075091e-07
  0.20000000  2.16633419690663e-02  2.76674223315338e-07  2.12032372232265e-07
  0.25000000  2.62057631108078e-02  2.66598902872476e-07  1.78912382301708e-07
  0.30000000  3.05082945269228e-02  3.40157531522079e-07  1.16810355772269e-07
  0.35000000  3.44005739972033e-02  4.80864164991973e-07  1.16315098286087e-07
  0.40000000  3.78414157232416e-02  7.92364417860256e-07  2.60699043199095e-07
  0.45000000  4.08796908250372e-02  9.09382744876921e-07  6.17708945350977e-07
  0.50000000  4.34881301598992e-02  5.85226000136558e-07  6.45526722523574e-07
