  0.00000000  8.53193322468371e-03  3.98318352701341e-08  1.37302927176921e-07
  0.01000000  8.58534455051604e-03  7.38191148646744e-08  1.29030546388157e-07
  0.02000000  8.74376413587069e-03  1.59746952891982e-07  1.21718633110555e-07
  0.03000000  9.00205434443962e-03  2.35815561843131e-07  1.33460419957184e-07
  0.04000000  9.35255800850785e-03  2.86780716369389e-07  1.73509730217747e-07
  0.05000000  9.78613046773909e-03  2.56476962925582e-07  1.82076797147831e-07
  0.06000000  1.02931195968886e-02  3.43961678149556e-07  1.63151001043382e-07
  0.07000000  1.08641152066915e-02  3.31566156067159e-07  2.35887994134021e-07
  0.08000000  1.14904152833716e-02  2.83258774789188e-07  2.24441723697853e-07
  0.09000000  1.21642441428077e-02  2.89373568905021e-07  2.12098400035755e-07
  0.10000000  1.28787932702199e-02  2.87187606007128e-07  1.90581183524418e-07
  0.15000000  1.68801819449107e-02  2.39036316077870e-07  1.17305219529872e-07
  0.20000000  2.12549460509194e-02  3.39512574597185e-07  8.45847607898786e-08
  0.25000000  2.56564364651313e-02  4.07266515868038e-07  1.05182097483386e-07
  0.30000000  2.98263073684910e-02  4.72116093537789e-07  1.77990041520965e-07
  0.35000000  3.36167744172382e-02  5.16229472268531e-07  2.36880435684261e-07
  0.40000000  3.70035149015951e-02  5.96584365189191e-07  3.76571639683019e-07
  0.45000000  4.00382378918160e-02  5.59332846948448e-07  4.01786557445444e-07
  0.50000000  4.25856907893306e-02  9.03629301973938e-07  5.79051642900591e-07
