  0.00000000  8.53193322468371e-03  5.73925126689900e-08  8.59634727577033e-08
  0.01000000  8.56678657380341e-03  9.53262881041146e-08  7.49832610638977e-08
  0.02000000  8.67045442581416e-03  2.33156473871940e-07  7.34368433765314e-08
  0.03000000  8.84035218219881e-03  3.29599371006139e-07  1.32060301099542e-07
  0.04000000  9.07245640914208e-03  3.07502649023776e-07  1.27203683691348e-07
  0.05000000  9.36166222839066e-03  3.51841946419895e-07  1.63127660166464e-07
  0.06000000  9.70217383311025e-03  4.29079003716252e-07  2.46263091211890e-07
  0.07000000  1.00878672286325e-02  4.42499355756324e-07  2.90761461660584e-07
  0.08000000  1.05125871768234e-02  3.90961221452706e-07  3.22995897307937e-07
  0.09000000  1.09703645789000e-02  3.69918946885006e-07  3.31251962776605e-07
  0.10000000  1.14555585512885e-02  3.48414384951510e-07  3.27578929283737e-07
  0.15000000  1.41252445162649e-02  1.57867594624156e-07  3.14042834361108e-07
  0.20000000  1.68787376814272e-02  1.52393955695615e-07  2.56112823848114e-07
  0.25000000  1.94536050076478e-02  1.78767310335437e-07  2.57817495133621e-07
  0.30000000  2.17532321833857e-02  2.43469880517482e-07  2.88298250182562e-07
  0.35000000  2.37821175561064e-02  3.24841719047708e-07  3.16968277844956e-07
  0.40000000  2.55837614702069e-02  4.33323157779372e-07  3.28074087695019e-07
  0.45000000  2.71956647008122e-02  5.71720551007457e-07  2.80125702958418e-07
  0.50000000  2.86186755517495e-02  4.56645764831138e-07  1.32402841387804e-08
