     0.226099998         0.875765026         0.304601014
     0.773899972         0.375764996         0.195399001
     0.226099998         0.624234974         0.804601014
     0.773899972         0.124234997         0.695398986
     0.829792023         0.972229004         0.049146000
     0.047657002         0.356341004         0.989175022
     0.376877993         0.206217006         0.890492976
     0.170208007         0.472229004         0.450854003
     0.441379011         0.896196008         0.671860993
     0.558620989         0.103804000         0.328139007
     0.170208007         0.027771000         0.950854003
     0.376877993         0.293783009         0.390493006
     0.558620989         0.396196008         0.828139007
     0.952342987         0.856341004         0.510824978
     0.829792023         0.527770996         0.549145997
     0.952342987         0.643658996         0.010825000
     0.047657002         0.143658996         0.489174992
     0.623121977         0.706216991         0.609507024
     0.623121977         0.793783009         0.109507002
     0.441379011         0.603803992         0.171860993
