 170 cart
0	0	0.1997576649	0
0	0	0.197989898	0
0	0	0.1962221311	0
0	0	0.1944543642	0
0	0	0.1926865973	0
0	0	0.1909188304	0
0	0	0.1891510635	0
0	0	0.1873832966	0
0	0	0.1856155297	0
0	0	0.1838477628	0
0	0	0.1820799959	0
0	0	0.180312229	0
0	0	0.1785444621	0
0	0	0.1767766952	0
0	0	0.1750089283	0
0	0	0.1732411614	0
0	0	0.1714733944	0
0	0	0.1697056275	0
0	0	0.1679378605	0
0	0	0.1661700936	0
0	0	0.1644023266	0
0	0	0.1626345597	0
0	0	0.1608667927	0
0	0	0.1590990258	0
0	0	0.1573312588	0
0	0	0.1555634919	0
0	0	0.1537957249	0
0	0	0.152027958	0
0	0	0.150260191	0
0	0	0.148492424	0
0	0	0.1467246571	0
0	0	0.1449568901	0
0	0	0.1431891232	0
0	0	0.1414213562	0
0	0	0.1396535893	0
0	0	0.1378858223	0
0	0	0.1361180554	0
0	0	0.1343502884	0
0	0	0.1325825215	0
0	0	0.1308147545	0
0	0	0.1290469876	0
0	0	0.1272792206	0
0	0	0.1255114537	0
0	0	0.1237436867	0
0	0	0.1219759198	0
0	0	0.1202081528	0
0	0	0.1184403858	0
0	0	0.1166726189	0
0	0	0.1149048519	0
0	0	0.113137085	0
0	0	0.111369318	0
0	0	0.1096015511	0
0	0	0.1078337841	0
0	0	0.1060660172	0
0	0	0.1042982502	0
0	0	0.1025304833	0
0	0	0.1007627163	0
0	0	0.0989949494	0
0	0	0.0972271824	0
0	0	0.0954594155	0
0	0	0.0936916485	0
0	0	0.0919238816	0
0	0	0.0901561146	0
0	0	0.0883883476	0
0	0	0.0866205807	0
0	0	0.0848528137	0
0	0	0.0830850468	0
0	0	0.0813172798	0
0	0	0.0795495129	0
0	0	0.0777817459	0
0	0	0.076013979	0
0	0	0.074246212	0
0	0	0.0724784451	0
0	0	0.0707106781	0
0	0	0.0689429112	0
0	0	0.0671751442	0
0	0	0.0654073773	0
0	0	0.0636396103	0
0	0	0.0618718434	0
0	0	0.0601040764	0
0	0	0.0583363094	0
0	0	0.0565685425	0
0	0	0.0548007755	0
0	0	0.0530330086	0
0	0	0.0512652416	0
0	0	0.0494974747	0
0	0	0.0477297077	0
0	0	0.0459619408	0
0	0	0.0441941738	0
0	0	0.0424264069	0
0	0	0.0406586399	0
0	0	0.038890873	0
0	0	0.037123106	0
0	0	0.0353553391	0
0	0	0.0335875721	0
0	0	0.0318198052	0
0	0	0.0300520382	0
0	0	0.0282842712	0
0	0	0.0265165043	0
0	0	0.0247487373	0
0	0	0.0229809704	0
0	0	0.0212132034	0
0	0	0.0194454365	0
0	0	0.0176776695	0
0	0	0.0159099026	0
0	0	0.0141421356	0
0	0	0.0123743687	0
0	0	0.0106066017	0
0	0	0.0088388348	0
0	0	0.0070710678	0
0	0	0.0053033009	0
0	0	0.0035355339	0
0	0	0.001767767	0
0	0	0	0
0.00125	0.00125	0	0
0.0025	0.0025	0	0
0.00375	0.00375	0	0
0.005	0.005	0	0
0.00625	0.00625	0	0
0.0075	0.0075	0	0
0.00875	0.00875	0	0
0.01	0.01	0	0
0.01125	0.01125	0	0
0.0125	0.0125	0	0
0.01375	0.01375	0	0
0.015	0.015	0	0
0.01625	0.01625	0	0
0.0175	0.0175	0	0
0.01875	0.01875	0	0
0.02	0.02	0	0
0.02125	0.02125	0	0
0.0225	0.0225	0	0
0.02375	0.02375	0	0
0.025	0.025	0	0
0.02625	0.02625	0	0
0.0275	0.0275	0	0
0.02875	0.02875	0	0
0.03	0.03	0	0
0.03125	0.03125	0	0
0.0325	0.0325	0	0
0.03375	0.03375	0	0
0.035	0.035	0	0
0.03625	0.03625	0	0
0.0375	0.0375	0	0
0.03875	0.03875	0	0
0.04	0.04	0	0
0.04125	0.04125	0	0
0.0425	0.0425	0	0
0.04375	0.04375	0	0
0.045	0.045	0	0
0.04625	0.04625	0	0
0.0475	0.0475	0	0
0.04875	0.04875	0	0
0.05	0.05	0	0
0.05125	0.05125	0	0
0.0525	0.0525	0	0
0.05375	0.05375	0	0
0.055	0.055	0	0
0.05625	0.05625	0	0
0.0575	0.0575	0	0
0.05875	0.05875	0	0
0.06	0.06	0	0
0.06125	0.06125	0	0
0.0625	0.0625	0	0
0.06375	0.06375	0	0
0.065	0.065	0	0
0.06625	0.06625	0	0
0.0675	0.0675	0	0
0.06875	0.06875	0	0
0.07	0.07	0	0
