 57 cart
0	0	0	0
0.001767767	0	0	0
0.0035355339	0	0	0
0.0053033009	0	0	0
0.0070710678	0	0	0
0.0088388348	0	0	0
0.0106066017	0	0	0
0.0123743687	0	0	0
0.0141421356	0	0	0
0.0159099026	0	0	0
0.0176776695	0	0	0
0.0194454365	0	0	0
0.0212132034	0	0	0
0.0229809704	0	0	0
0.0247487373	0	0	0
0.0265165043	0	0	0
0.0282842712	0	0	0
0.0300520382	0	0	0
0.0318198052	0	0	0
0.0335875721	0	0	0
0.0353553391	0	0	0
0.037123106	0	0	0
0.038890873	0	0	0
0.0406586399	0	0	0
0.0424264069	0	0	0
0.0441941738	0	0	0
0.0459619408	0	0	0
0.0477297077	0	0	0
0.0494974747	0	0	0
0.0512652416	0	0	0
0.0530330086	0	0	0
0.0548007755	0	0	0
0.0565685425	0	0	0
0.0583363094	0	0	0
0.0601040764	0	0	0
0.0618718434	0	0	0
0.0636396103	0	0	0
0.0654073773	0	0	0
0.0671751442	0	0	0
0.0689429112	0	0	0
0.0707106781	0	0	0
0.0724784451	0	0	0
0.074246212	0	0	0
0.076013979	0	0	0
0.0777817459	0	0	0
0.0795495129	0	0	0
0.0813172798	0	0	0
0.0830850468	0	0	0
0.0848528137	0	0	0
0.0866205807	0	0	0
0.0883883476	0	0	0
0.0901561146	0	0	0
0.0919238816	0	0	0
0.0936916485	0	0	0
0.0954594155	0	0	0
0.0972271824	0	0	0
0.0989949494	0	0	0
