1.0 39.3843665614 -12.9616365685 1.00119052323
2.0 39.3843665619 -12.9616365687 1.00119052323
3.0 39.3843674996 -12.9616368773 1.00119052386
4.0 39.3844085716 -12.9616503943 1.00119055098
5.0 39.3847777758 -12.9617719017 1.00119079478
6.0 39.3862482406 -12.9622558407 1.00119176576
7.0 39.3899424982 -12.9634716435 1.00119420517
8.0 39.396960401 -12.9657812784 1.00119883908
9.0 39.4081023852 -12.9694481737 1.00120619482
10.0 39.4242002201 -12.9747460699 1.00121681663
11.0 39.4450456482 -12.9816064281 1.0012305523
12.0 39.4707874113 -12.9900782002 1.00124746644
13.0 39.5013237307 -13.0001278902 1.00126742832
14.0 39.5365356724 -13.0117163562 1.00129025546
15.0 39.5763463212 -13.0248182848 1.00131574483
16.0 39.6207566307 -13.0394339901 1.00134369308
17.0 39.6698616125 -13.0555947407 1.00137390811
18.0 39.7238515118 -13.0733631477 1.00140621501
19.0 39.783002547 -13.0928301161 1.00144045816
20.0 39.8476612324 -13.114109686 1.00147650106
21.0 39.9182255251 -13.1373328275 1.00151422491
22.0 39.995125215 -13.162640987 1.00155352643
23.0 40.0788032459 -13.1901799402 1.00159431571
24.0 40.1696990189 -13.2200942965 1.00163651398
25.0 40.2682342388 -13.2525228417 1.00168005156
26.0 40.3748015233 -13.2875947885 1.00172486617
27.0 40.4897557221 -13.3254269204 1.00177090142
28.0 40.6134077567 -13.3661215633 1.00181810557
29.0 40.7460206944 -13.4097652943 1.00186643059
30.0 40.887807727 -13.4564282763 1.00191583135
31.0 41.0424023484 -13.5073063143 1.00196652035
32.0 41.2042120189 -13.5605588692 1.0020180369
33.0 41.3758619599 -13.6170499175 1.00207052987
34.0 41.5574276096 -13.6768042863 1.00212396512
35.0 41.7489459128 -13.7398341344 1.00217830992
36.0 41.9504182351 -13.8061399112 1.00223353273
37.0 42.1618134332 -13.8757113673 1.00228960314
38.0 42.3849672013 -13.9491526409 1.00234649642
39.0 42.6165547902 -14.0253695367 1.00240417617
40.0 42.8579299036 -14.1048075668 1.00246261851
41.0 43.1089799114 -14.187429664 1.0025217969
42.0 43.369575613 -14.2731933076 1.00258168564
43.0 43.6395736835 -14.3620513284 1.00264225991
44.0 43.9188189173 -14.4539526474 1.00270349572
45.0 44.20714628 -14.5488429507 1.00276536989
46.0 44.5043827637 -14.6466653003 1.00282786005
47.0 44.8103490597 -14.7473606847 1.0028909446
48.0 45.1248610507 -14.8508685098 1.00295460273
49.0 45.4477311414 -14.9571270367 1.00301881439
50.0 45.7787694314 -15.0660737681 1.00308356023
51.0 46.117784749 -15.1776457882 1.00314882165
52.0 46.4645855536 -15.2917800598 1.00321458072
53.0 46.8189807211 -15.4084136829 1.00328082023
54.0 47.1807802201 -15.5274841168 1.00334752358
55.0 47.5497956938 -15.6489293723 1.00341467485
56.0 47.925840954 -15.7726881736 1.00348225872
57.0 48.3087323986 -15.8987000962 1.00355026044
58.0 48.6982893598 -16.0269056811 1.0036186659
59.0 49.0943343909 -16.1572465297 1.00368746149
60.0 49.4966934989 -16.2896653797 1.00375663415
61.0 49.9051963314 -16.4241061671 1.00382617135
62.0 50.3196763198 -16.5605140732 1.00389606105
63.0 50.7399707866 -16.6988355597 1.00396629168
64.0 51.1659210196 -16.8390183937 1.00403685214
65.0 51.5973723216 -16.9810116631 1.00410773175
66.0 52.0341740323 -17.1247657849 1.00417892028
67.0 52.4761795336 -17.270232506 1.00425040788
68.0 52.9232462323 -17.4173648983 1.00432218511
69.0 53.3752355336 -17.5661173493 1.00439424289
70.0 53.832012797 -17.716445548 1.00446657251
71.0 54.2934472817 -17.8683064668 1.00453916554
72.0 54.7594120914 -18.0216583433 1.00461201399
73.0 55.2297840986 -18.1764606555 1.0046851101
74.0 55.7044438707 -18.3326740974 1.00475844641
75.0 56.1832755947 -18.4902605543 1.0048320158
76.0 56.6661669887 -18.6491830735 1.00490581138
77.0 57.1530092189 -18.8094058372 1.00497982653
78.0 57.6436968119 -18.9708941333 1.00505405492
79.0 58.1381275621 -19.1336143254 1.0051284904
80.0 58.6362024462 -19.2975338243 1.00520312709
81.0 59.1378255313 -19.4626210579 1.00527795934
82.0 59.642903884 -19.6288454413 1.00535298169
83.0 60.1513474821 -19.7961773475 1.00542818888
84.0 60.6630691254 -19.9645880786 1.00550357584
85.0 61.1779843542 -20.1340498382 1.00557913774
86.0 61.696011354 -20.3045357008 1.00565486986
87.0 62.2170708804 -20.4760195864 1.00573076769
88.0 62.7410861708 -20.6484762321 1.00580682686
89.0 63.2679828688 -20.8218811668 1.00588304318
90.0 63.7976889402 -20.9962106834 1.0059594126
91.0 64.3301346015 -21.1714418159 1.00603593119
92.0 64.8652522432 -21.3475523135 1.00611259521
93.0 65.402976357 -21.524520617 1.00618940101
94.0 65.9432434667 -21.7023258361 1.0062663451
95.0 66.4859920568 -21.8809477257 1.00634342405
96.0 67.0311625128 -22.0603666661 1.00642063464
97.0 67.5786970492 -22.2405636399 1.00649797367
98.0 68.1285396516 -22.4215202124 1.0065754381
99.0 68.6806360192 -22.6032185128 1.00665302499
100.0 69.2349335004 -22.7856412132 1.00673073149
101.0 69.7913810412 -22.9687715114 1.00680855484
102.0 70.3499291287 -23.1525931125 1.00688649238
103.0 70.9105297412 -23.337090212 1.00696454154
104.0 71.4731362938 -23.5222474788 1.00704269981
105.0 72.0377035933 -23.7080500394 1.00712096481
106.0 72.6041877887 -23.8944834622 1.0071993342
107.0 73.1725463261 -24.0815337424 1.00727780571
108.0 73.7427379046 -24.2691872877 1.00735637717
