0 -2.3425
0.0374767 -2.311
0.0749534 -2.2725
0.11243 -2.2391
0.149907 -2.2132
0.187525 -2.1968
0.225002 -2.1911
0.262479 -2.1965
0.299956 -2.2126
0.337433 -2.238
0.37491 -2.2709
0.412528 -2.3094
0.450005 -2.3512
0.487482 -2.3941
0.524959 -2.4362
0.562436 -2.4754
0.599913 -2.51
0.637531 -2.5387
0.675008 -2.5601
0.712485 -2.5733
0.749962 -2.5778
0.785362 -2.5759
0.820662 -2.5704
0.856062 -2.5613
0.891362 -2.5489
0.926762 -2.5335
0.962062 -2.5154
0.997462 -2.495
1.03276 -2.4728
1.06816 -2.4491
1.10356 -2.4246
1.13886 -2.3997
1.17426 -2.3751
1.20956 -2.3514
1.24496 -2.329
1.28026 -2.3088
1.31566 -2.2913
1.35096 -2.2771
1.38636 -2.2666
1.42176 -2.2601
1.45706 -2.258
1.49246 -2.26
1.52776 -2.266
1.56316 -2.2758
1.59846 -2.2889
1.63386 -2.3048
1.66916 -2.3231
1.70456 -2.3429
1.73986 -2.3638
1.77526 -2.385
1.81066 -2.4061
1.83569 -2.3969
1.86065 -2.3786
1.88561 -2.3587
1.91064 -2.3394
1.93567 -2.3211
1.9607 -2.3041
1.98559 -2.2884
2.01062 -2.2741
2.03565 -2.261
2.06068 -2.2491
2.08564 -2.2384
2.1106 -2.2289
2.13563 -2.2206
2.16066 -2.2134
2.18569 -2.2073
2.21058 -2.2023
2.23561 -2.1985
2.26064 -2.1957
2.28567 -2.194
2.31063 -2.1935
2.34129 -2.1963
2.37195 -2.2046
2.40261 -2.218
2.43327 -2.2359
2.46375 -2.2579
2.49441 -2.283
2.52507 -2.3105
2.55573 -2.3396
2.58621 -2.3694
2.61687 -2.3993
2.64753 -2.4286
2.67819 -2.4566
2.70885 -2.4827
2.73933 -2.5065
2.76999 -2.5274
2.80065 -2.5451
2.83131 -2.5592
2.86179 -2.5694
2.89245 -2.5757
2.92311 -2.5778
 
0 -1.292
0.0374767 -1.2773
0.0749534 -1.2628
0.11243 -1.2666
0.149907 -1.2668
0.187525 -1.2624
0.225002 -1.2529
0.262479 -1.2381
0.299956 -1.2185
0.337433 -1.1947
0.37491 -1.1673
0.412528 -1.1372
0.450005 -1.105
0.487482 -1.0716
0.524959 -1.0378
0.562436 -1.0045
0.599913 -0.9725
0.637531 -0.9427
0.675008 -0.9158
0.712485 -0.8931
0.749962 -0.8811
0.785362 -0.8915
0.820662 -0.9097
0.856062 -0.9293
0.891362 -0.949
0.926762 -0.9684
0.962062 -0.987
0.997462 -1.0042
1.03276 -1.0197
1.06816 -1.0346
1.10356 -1.0617
1.13886 -1.0884
1.17426 -1.114
1.20956 -1.138
1.24496 -1.1598
1.28026 -1.1889
1.31566 -1.2416
1.35096 -1.2843
1.38636 -1.3158
1.42176 -1.3351
1.45706 -1.3417
1.49246 -1.3406
1.52776 -1.3375
1.56316 -1.3324
1.59846 -1.3257
1.63386 -1.3177
1.66916 -1.3087
1.70456 -1.2992
1.73986 -1.2895
1.77526 -1.28
1.81066 -1.271
1.83569 -1.2714
1.86065 -1.2727
1.88561 -1.2747
1.91064 -1.2776
1.93567 -1.2812
1.9607 -1.2855
1.98559 -1.2904
2.01062 -1.2958
2.03565 -1.3015
2.06068 -1.3076
2.08564 -1.3137
2.1106 -1.3197
2.13563 -1.3255
2.16066 -1.331
2.18569 -1.3358
2.21058 -1.34
2.23561 -1.3434
2.26064 -1.3458
2.28567 -1.3474
2.31063 -1.3479
2.34129 -1.3431
2.37195 -1.329
2.40261 -1.3063
2.43327 -1.2763
2.46375 -1.2408
2.49441 -1.2016
2.52507 -1.1611
2.55573 -1.1279
2.58621 -1.1073
2.61687 -1.0854
2.64753 -1.0625
2.67819 -1.0389
2.70885 -1.0152
2.73933 -0.9915
2.76999 -0.9685
2.80065 -0.9463
2.83131 -0.9253
2.86179 -0.9061
2.89245 -0.8896
2.92311 -0.8811
 
0 -1.2499
0.0374767 -1.2568
0.0749534 -1.2609
0.11243 -1.2431
0.149907 -1.2238
0.187525 -1.2029
0.225002 -1.1805
0.262479 -1.1566
0.299956 -1.1312
0.337433 -1.1046
0.37491 -1.0772
0.412528 -1.0589
0.450005 -1.0394
0.487482 -1.019
0.524959 -0.9979
0.562436 -0.9764
0.599913 -0.9547
0.637531 -0.9331
0.675008 -0.9121
0.712485 -0.8925
0.749962 -0.8811
0.785362 -0.8915
0.820662 -0.9097
0.856062 -0.9293
0.891362 -0.949
0.926762 -0.9684
0.962062 -0.987
0.997462 -1.0042
1.03276 -1.0197
1.06816 -1.033
1.10356 -1.0436
1.13886 -1.0513
1.17426 -1.0558
1.20956 -1.0596
1.24496 -1.1277
1.28026 -1.179
1.31566 -1.1953
1.35096 -1.2082
1.38636 -1.2176
1.42176 -1.2233
1.45706 -1.2252
1.49246 -1.2257
1.52776 -1.2271
1.56316 -1.2294
1.59846 -1.2326
1.63386 -1.2368
1.66916 -1.2419
1.70456 -1.2479
1.73986 -1.2548
1.77526 -1.2625
1.81066 -1.271
1.83569 -1.2696
1.86065 -1.2657
1.88561 -1.2596
1.91064 -1.2519
1.93567 -1.2435
1.9607 -1.2353
1.98559 -1.2281
2.01062 -1.2225
2.03565 -1.2185
2.06068 -1.2158
2.08564 -1.2141
2.1106 -1.2131
2.13563 -1.2125
2.16066 -1.2122
2.18569 -1.2119
2.21058 -1.2118
2.23561 -1.2117
2.26064 -1.2116
2.28567 -1.2116
2.31063 -1.2116
2.34129 -1.2102
2.37195 -1.2061
2.40261 -1.1994
2.43327 -1.19
2.46375 -1.1779
2.49441 -1.1634
2.52507 -1.1467
2.55573 -1.1279
2.58621 -1.1073
2.61687 -1.0854
2.64753 -1.0625
2.67819 -1.0389
2.70885 -1.0152
2.73933 -0.9915
2.76999 -0.9685
2.80065 -0.9463
2.83131 -0.9253
2.86179 -0.9061
2.89245 -0.8896
2.92311 -0.8811
 
0 -1.1534
0.0374767 -1.1559
0.0749534 -1.1562
0.11243 -1.1543
0.149907 -1.1499
0.187525 -1.1431
0.225002 -1.134
0.262479 -1.1227
0.299956 -1.1093
0.337433 -1.0941
0.37491 -1.077
0.412528 -1.0488
0.450005 -1.0205
0.487482 -0.993
0.524959 -0.9668
0.562436 -0.9428
0.599913 -0.9218
0.637531 -0.9045
0.675008 -0.8917
0.712485 -0.8838
0.749962 -0.8811
0.785362 -0.8835
0.820662 -0.8904
0.856062 -0.9017
0.891362 -0.917
0.926762 -0.9358
0.962062 -0.9577
0.997462 -0.9819
1.03276 -1.0078
1.06816 -1.033
1.10356 -1.0436
1.13886 -1.0513
1.17426 -1.0558
1.20956 -1.0568
1.24496 -1.0703
1.28026 -1.0854
1.31566 -1.0983
1.35096 -1.1085
