  0.00000000 -8.75333295715961e-03  6.84516549973390e-06 -5.34227443317597e-06
  0.01000000 -8.80441273852476e-03  8.75726926842573e-06 -5.36123917113240e-06
  0.02000000 -8.95555620601342e-03  1.44862649252624e-05 -5.47238309296270e-06
  0.03000000 -9.20082658572516e-03  1.85786527261123e-05 -9.77074867392192e-06
  0.04000000 -9.53136622633331e-03  1.57157481723895e-05 -9.61416001037108e-06
  0.05000000 -9.93657166460488e-03  2.78783330693875e-05 -1.38138189521913e-05
  0.06000000 -1.04052033055562e-02  2.27394981431845e-05 -1.70907182728338e-05
  0.07000000 -1.09262325578445e-02  2.40814838699590e-05 -1.91963301418766e-05
  0.08000000 -1.14893751301517e-02  1.81658799397992e-05 -1.98865244926995e-05
  0.09000000 -1.20853557204424e-02  1.73462269824189e-05 -1.91578963845808e-05
  0.10000000 -1.27059849115310e-02  1.81045926419806e-05 -1.89114702306043e-05
  0.15000000 -1.59604961292109e-02  1.29639084418458e-05 -1.84213391361981e-05
  0.20000000 -1.90948028847502e-02  1.23630831324243e-05 -1.43533577404934e-05
  0.25000000 -2.18393883545315e-02  1.51670913295970e-05 -1.18039028275458e-05
  0.30000000 -2.41065203427485e-02  2.33348483171712e-05 -8.77414267902024e-06
  0.35000000 -2.59067082752332e-02  3.72522831626328e-05 -3.51700554868777e-06
  0.40000000 -2.72965428404221e-02  4.35170216213342e-05 -5.30620047191081e-06
  0.45000000 -2.83456418988449e-02  5.52204928566407e-05 -2.26025848173566e-06
  0.50000000 -2.90441992450825e-02  5.58962824904744e-05 -1.19239730132259e-05
