  0.00000000 -8.75333295715961e-03  4.70652012518158e-06 -6.12905190817309e-06
  0.01000000 -8.80441273852476e-03  7.77908482556754e-06 -6.04651740003424e-06
  0.02000000 -8.95555620601342e-03  1.42065884410664e-05 -7.22808352776889e-06
  0.03000000 -9.20082658572516e-03  1.62536217351702e-05 -1.06231426384233e-05
  0.04000000 -9.53136622633331e-03  1.54488155458097e-05 -1.21320890114590e-05
  0.05000000 -9.93657166460488e-03  1.93831552427382e-05 -1.51137660416534e-05
  0.06000000 -1.04052033055562e-02  1.89045395845662e-05 -1.68608397914893e-05
  0.07000000 -1.09262325578445e-02  1.82397618953308e-05 -1.75822717683622e-05
  0.08000000 -1.14893751301517e-02  1.66571585744405e-05 -1.82071194061264e-05
  0.09000000 -1.20853557204424e-02  1.61657041942034e-05 -1.82353127408070e-05
  0.10000000 -1.27059849115310e-02  1.49610575168715e-05 -1.78009062890532e-05
  0.15000000 -1.59604961292109e-02  1.26927823654884e-05 -1.62092446576386e-05
  0.20000000 -1.90948028847502e-02  1.24462781248692e-05 -1.26115455544644e-05
  0.25000000 -2.18393883545315e-02  1.41695516495040e-05 -9.46167173815766e-06
  0.30000000 -2.41065203427485e-02  2.01031387740288e-05 -5.84876509213232e-06
  0.35000000 -2.59067082752332e-02  3.03749851507083e-05 -3.42431912973256e-06
  0.40000000 -2.72965428404221e-02  3.77945049975488e-05 -2.69514320927539e-06
  0.45000000 -2.83456418988449e-02  4.96821134442368e-05 -1.18322932966351e-06
  0.50000000 -2.90441992450825e-02  5.33924894940929e-05 -1.12326061050444e-05
