  0.00000000 -8.75333295715961e-03  1.29361025744503e-05  6.01292920446971e-06
  0.01000000 -8.80265663547453e-03  1.83503259808361e-05  6.12496939877299e-06
  0.02000000 -8.94870211830637e-03  4.26534136348754e-05  3.41196956437608e-06
  0.03000000 -9.18600228286232e-03  4.03166528936378e-05 -1.07408513112708e-05
  0.04000000 -9.50636402500658e-03  4.30432715209816e-05 -1.14484704004083e-05
  0.05000000 -9.89991974331226e-03  4.13251044151945e-05 -1.99829260233311e-05
  0.06000000 -1.03561338466302e-02  4.92009084008276e-05 -2.54667698438193e-05
  0.07000000 -1.08645849043323e-02  3.83909526036008e-05 -2.83236626759086e-05
  0.08000000 -1.14154698998381e-02  3.38678461158601e-05 -2.82035174844026e-05
  0.09000000 -1.19998644192583e-02  3.32184864485225e-05 -2.67978022983909e-05
  0.10000000 -1.26098080786578e-02  3.11110220668753e-05 -2.63395973631490e-05
  0.15000000 -1.58256605079098e-02  2.62110013775836e-05 -2.76187674832507e-05
  0.20000000 -1.89324441987237e-02  3.39547846061128e-05 -2.21866997352217e-05
  0.25000000 -2.16323127770073e-02  4.64974697743414e-05 -1.94301831458176e-05
  0.30000000 -2.38223416345500e-02  5.46848928076837e-05 -1.45017839111768e-05
  0.35000000 -2.55264109581959e-02  6.48202774315170e-05 -7.97194198465432e-06
  0.40000000 -2.68349826365921e-02  7.32791168141101e-05 -3.55013274827044e-06
  0.45000000 -2.78484354233560e-02  9.15625902506037e-05 -2.86483904092855e-07
  0.50000000 -2.86045513575697e-02  1.01383660774010e-04 -3.07636238312726e-05
