  0.00000000  8.53193322468371e-03  3.68623826743203e-06 -6.65797525811989e-07
  0.01000000  8.56678657380341e-03  5.44418983948150e-06 -8.97048629152103e-07
  0.02000000  8.67045442581416e-03  1.06034330879927e-05 -1.91940073863066e-07
  0.03000000  8.84035218219881e-03  1.30223489697624e-05  2.13690364828535e-06
  0.04000000  9.07245640914208e-03  1.33304773159891e-05  4.00052647854092e-06
  0.05000000  9.36166222839066e-03  1.11147276732091e-05  5.42647025146608e-06
  0.06000000  9.70217383311025e-03  1.25795958056892e-05  6.62980040526629e-06
  0.07000000  1.00878672286325e-02  1.17203009153032e-05  7.81943731077327e-06
  0.08000000  1.05125871768234e-02  1.08475753512544e-05  8.29204736908161e-06
  0.09000000  1.09703645789000e-02  1.01135178915304e-05  8.39016873632334e-06
  0.10000000  1.14555585512885e-02  9.30711046135563e-06  8.32222054204335e-06
  0.15000000  1.41252445162649e-02  7.39804498929322e-06  6.60751048621496e-06
  0.20000000  1.68787376814272e-02  7.86732072849811e-06  5.62982460462207e-06
  0.25000000  1.94536050076478e-02  8.51466365018036e-06  5.46431969229503e-06
  0.30000000  2.17532321833857e-02  8.95257269475907e-06  5.74159580938659e-06
  0.35000000  2.37821175561064e-02  9.70499616949013e-06  6.30694673026942e-06
  0.40000000  2.55837614702069e-02  1.03027782061582e-05  6.89544832468154e-06
  0.45000000  2.71956647008122e-02  1.17384162721826e-05  7.39206225797275e-06
  0.50000000  2.86186755517495e-02  1.21641602658752e-05  2.33351898227174e-06
