  0.00000000 -8.75333295715961e-03  6.84821768169114e-06  1.16862121248914e-06
  0.01000000 -8.80265663547453e-03  9.07063421931162e-06  1.49887157186822e-06
  0.02000000 -8.94870211830637e-03  2.14107799926462e-05  1.22051557076745e-06
  0.03000000 -9.18600228286232e-03  2.62194406726762e-05 -4.69694537576397e-06
  0.04000000 -9.50636402500658e-03  3.25445524286115e-05 -6.70079894187910e-06
  0.05000000 -9.89991974331226e-03  4.36701395082022e-05 -1.46567231944893e-05
  0.06000000 -1.03561338466302e-02  3.99187722487282e-05 -2.28497091740106e-05
  0.07000000 -1.08645849043323e-02  2.55140382183086e-05 -2.71785037773469e-05
  0.08000000 -1.14154698998381e-02  1.49634137002169e-05 -2.52878893750035e-05
  0.09000000 -1.19998644192583e-02  1.21971533148695e-05 -2.23863388041639e-05
  0.10000000 -1.26098080786578e-02  1.16710431532784e-05 -2.01471592366182e-05
  0.15000000 -1.58256605079098e-02  1.33272215710335e-05 -1.82251267459861e-05
  0.20000000 -1.89324441987237e-02  1.67587366915170e-05 -1.39661079051435e-05
  0.25000000 -2.16323127770073e-02  2.08545685367751e-05 -1.22427000038163e-05
  0.30000000 -2.38223416345500e-02  2.31112290977322e-05 -1.22815433301812e-05
  0.35000000 -2.55264109581959e-02  3.35126862765917e-05 -9.41329575215176e-06
  0.40000000 -2.68349826365921e-02  4.63479020421782e-05 -6.37719733237335e-06
  0.45000000 -2.78484354233560e-02  6.53934405500862e-05 -1.47284557912829e-06
  0.50000000 -2.86045513575697e-02  8.38043075981406e-05 -2.13534672795551e-05
