  0.00000000 -8.75333295715961e-03  4.62328676421876e-06 -7.89769417933682e-06
  0.01000000 -8.78044649675252e-03  6.50001316024419e-06 -7.67159923381752e-06
  0.02000000 -8.86092288069322e-03  1.17061874493508e-05 -8.11167186072678e-06
  0.03000000 -8.99226191848883e-03  1.59077515669114e-05 -1.01749858370407e-05
  0.04000000 -9.17058254356648e-03  1.74689137953047e-05 -1.25993201419900e-05
  0.05000000 -9.39098250257135e-03  1.48931279308416e-05 -1.47930977137669e-05
  0.06000000 -9.64793164160477e-03  1.63656855344018e-05 -1.60830542817877e-05
  0.07000000 -9.93563748158309e-03  1.66854425868270e-05 -1.81337196830428e-05
  0.08000000 -1.02483445922757e-02  1.52698490634932e-05 -1.89535731309038e-05
  0.09000000 -1.05805535070970e-02  1.43794343684364e-05 -1.89187714531679e-05
  0.10000000 -1.09271629590410e-02  1.37529518448218e-05 -1.94502581144571e-05
  0.15000000 -1.27320860125676e-02  1.14690742179471e-05 -1.82833454391948e-05
  0.20000000 -1.44077275870268e-02  1.21668560110280e-05 -1.66509067430224e-05
  0.25000000 -1.57930273404677e-02  1.61925556595044e-05 -1.51216459365104e-05
  0.30000000 -1.68657997815534e-02  1.71915498089474e-05 -1.40520711525044e-05
  0.35000000 -1.76675244945909e-02  1.88252307884960e-05 -1.11886477979703e-05
  0.40000000 -1.82576584420516e-02  2.01568789146586e-05 -9.19828918177318e-06
  0.45000000 -1.86905030469280e-02  2.69942893887231e-05 -7.24426227368202e-06
  0.50000000 -1.89918932979085e-02  3.66996857997981e-05 -2.11364565973059e-05
