    0.0000   -9.1540
    0.0433   -9.1570
    0.0866   -9.1670
    0.1299   -9.1840
    0.1732   -9.2060
    0.2165   -9.2330
    0.2598   -9.2650
    0.3031   -9.3010
    0.3464   -9.3390
    0.3897   -9.3780
    0.4330   -9.4180
    0.4763   -9.4580
    0.5196   -9.4960
    0.5629   -9.5320
    0.6062   -9.5640
    0.6495   -9.5930
    0.6928   -9.6170
    0.7361   -9.6370
    0.7794   -9.6510
    0.8227   -9.6600
    0.8660   -9.6630
    0.9160   -9.6590
    0.9660   -9.6470
    1.0160   -9.6300
    1.0660   -9.6060
    1.1160   -9.5790
    1.1660   -9.5510
    1.2160   -9.5230
    1.2660   -9.4970
    1.3160   -9.4760
    1.3660   -9.4600
    1.4160   -9.4500
    1.4660   -9.4470
    1.5160   -9.4500
    1.5660   -9.4570
    1.6160   -9.4680
    1.6660   -9.4800
    1.7160   -9.4910
    1.7660   -9.5010
    1.8160   -9.5070
    1.8660   -9.5090
    1.8910   -9.5080
    1.9160   -9.5060
    1.9410   -9.5020
    1.9660   -9.4970
    1.9910   -9.4900
    2.0160   -9.4820
    2.0410   -9.4740
    2.0660   -9.4640
    2.0910   -9.4540
    2.1160   -9.4440
    2.1410   -9.4330
    2.1660   -9.4230
    2.1910   -9.4130
    2.2160   -9.4040
    2.2410   -9.3960
    2.2660   -9.3900
    2.2910   -9.3840
    2.3160   -9.3800
    2.3410   -9.3770
    2.3660   -9.3770
    2.3837   -9.3770
    2.4014   -9.3770
    2.4191   -9.3770
    2.4367   -9.3770
    2.4544   -9.3770
    2.4721   -9.3780
    2.4898   -9.3780
    2.5074   -9.3790
    2.5251   -9.3790
    2.5428   -9.3790
    2.5605   -9.3800
    2.5782   -9.3800
    2.5958   -9.3800
    2.6135   -9.3810
    2.6312   -9.3810
    2.6489   -9.3810
    2.6665   -9.3810
    2.6842   -9.3820
    2.7019   -9.3820
    2.7196   -9.3820
    2.7726   -9.3530
    2.8256   -9.3270
    2.8787   -9.3060
    2.9317   -9.2900
    2.9847   -9.2820
    3.0378   -9.2820
    3.0908   -9.2910
    3.1438   -9.3080
    3.1969   -9.3340
    3.2499   -9.3660
    3.3029   -9.4030
    3.3560   -9.4430
    3.4090   -9.4840
    3.4620   -9.5250
    3.5151   -9.5630
    3.5681   -9.5970
    3.6211   -9.6250
    3.6742   -9.6450
    3.7272   -9.6580
    3.7802   -9.6630
 
    0.0000    1.8750
    0.0433    1.8870
    0.0866    1.9220
    0.1299    1.9800
    0.1732    2.0590
    0.2165    2.1590
    0.2598    2.2790
    0.3031    2.4150
    0.3464    2.5670
    0.3897    2.7320
    0.4330    2.9070
    0.4763    3.0890
    0.5196    3.2750
    0.5629    3.4610
    0.6062    3.6420
    0.6495    3.8140
    0.6928    3.9690
    0.7361    4.1010
    0.7794    4.2030
    0.8227    4.2670
    0.8660    4.2890
    0.9160    4.2470
    0.9660    4.1290
    1.0160    3.9550
    1.0660    3.7480
    1.1160    3.5300
    1.1660    3.3200
    1.2160    3.1330
    1.2660    2.9780
    1.3160    2.8620
    1.3660    2.7880
    1.4160    2.7570
    1.4660    2.7670
    1.5160    2.8120
    1.5660    2.8850
    1.6160    2.9760
    1.6660    3.0730
    1.7160    3.1650
    1.7660    3.2410
    1.8160    3.2910
    1.8660    3.3080
    1.8910    3.3080
    1.9160    3.3090
    1.9410    3.3100
    1.9660    3.3120
    1.9910    3.3140
    2.0160    3.3170
    2.0410    3.3210
    2.0660    3.3260
    2.0910    3.3310
    2.1160    3.3380
    2.1410    3.3460
    2.1660    3.3550
    2.1910    3.3450
    2.2160    3.2870
    2.2410    3.2360
    2.2660    3.1930
    2.2910    3.1590
    2.3160    3.1340
    2.3410    3.1180
    2.3660    3.1130
    2.3837    3.1130
    2.4014    3.1140
    2.4191    3.1150
    2.4367    3.1160
    2.4544    3.1180
    2.4721    3.1200
    2.4898    3.1220
    2.5074    3.1250
    2.5251    3.1270
    2.5428    3.1300
    2.5605    3.1320
    2.5782    3.1340
    2.5958    3.1360
    2.6135    3.1380
    2.6312    3.1400
    2.6489    3.1410
    2.6665    3.1420
    2.6842    3.1430
    2.7019    3.1430
    2.7196    3.1440
    2.7726    2.9640
    2.8256    2.8000
    2.8787    2.6600
    2.9317    2.5480
    2.9847    2.4700
    3.0378    2.4270
    3.0908    2.4240
    3.1438    2.4590
    3.1969    2.5320
    3.2499    2.6420
    3.3029    2.7860
    3.3560    2.9580
    3.4090    3.1540
    3.4620    3.3650
    3.5151    3.5840
    3.5681    3.7970
    3.6211    3.9910
    3.6742    4.1480
    3.7272    4.2520
    3.7802    4.2890
 
    0.0000    3.1580
    0.0433    3.1640
    0.0866    3.1820
    0.1299    3.2110
    0.1732    3.2520
    0.2165    3.3030
    0.2598    3.3640
    0.3031    3.4340
    0.3464    3.5100
    0.3897    3.5930
    0.4330    3.6790
    0.4763    3.7680
    0.5196    3.8560
    0.5629    3.9430
    0.6062    4.0240
    0.6495    4.0990
    0.6928    4.1640
    0.7361    4.2170
    0.7794    4.2560
    0.8227    4.2810
    0.8660    4.2890
    0.9160    4.2840
    0.9660    4.2710
    1.0160    4.2510
    1.0660    4.2250
    1.1160    4.1950
    1.1660    4.1630
    1.2160    4.1330
    1.2660    4.1040
    1.3160    4.0790
    1.3660    4.0590
    1.4160    4.0430
    1.4660    4.0310
    1.5160    4.0240
    1.5660    4.0210
    1.6160    4.0200
    1.6660    4.0220
    1.7160    4.0240
    1.7660    4.0260
    1.8160    4.0280
    1.8660    4.0280
    1.8910    4.0220
    1.9160    4.0030
    1.9410    3.9730
    1.9660    3.9320
    1.9910    3.8820
    2.0160    3.8230
    2.0410    3.7590
    2.0660    3.6900
    2.0910    3.6190
    2.1160    3.5470
    2.1410    3.4770
    2.1660    3.4090
    2.1910    3.3660
    2.2160    3.3780
    2.2410    3.3920
    2.2660    3.4080
    2.2910    3.4250
    2.3160    3.4440
    2.3410    3.4660
    2.3660    3.4890
    2.3837    3.4770
    2.4014    3.4660
    2.4191    3.4550
    2.4367    3.4450
    2.4544    3.4360
    2.4721    3.4270
    2.4898    3.4190
    2.5074    3.4110
    2.5251    3.4040
    2.5428    3.3970
    2.5605    3.3910
    2.5782    3.3860
    2.5958    3.3820
    2.6135    3.3780
    2.6312    3.3740
    2.6489    3.3710
    2.6665    3.3690
    2.6842    3.3680
    2.7019    3.3670
    2.7196    3.3670
    2.7726    3.3900
    2.8256    3.4190
    2.8787    3.3620
    2.9317    3.3080
    2.9847    3.2720
    3.0378    3.2560
    3.0908    3.2630
    3.1438    3.2910
    3.1969    3.3420
    3.2499    3.4120
    3.3029    3.5000
    3.3560    3.6030
    3.4090    3.7160
    3.4620    3.8330
    3.5151    3.9500
    3.5681    4.0590
    3.6211    4.1540
    3.6742    4.2270
    3.7272    4.2730
    3.7802    4.2890
 
    0.0000    3.1580
    0.0433    3.1640
    0.0866    3.1820
    0.1299    3.2110
    0.1732    3.2520
    0.2165    3.3030
    0.2598    3.3640
    0.3031    3.4340
    0.3464    3.5100
    0.3897    3.5930
    0.4330    3.6790
    0.4763    3.7680
    0.5196    3.8560
    0.5629    3.9430
    0.6062    4.0240
    0.6495    4.0990
    0.6928    4.1640
    0.7361    4.2170
    0.7794    4.2560
    0.8227    4.2810
    0.8660    4.2890
    0.9160    4.2840
    0.9660    4.2710
    1.0160    4.2510
    1.0660    4.2250
    1.1160    4.1950
    1.1660    4.1630
    1.2160    4.1330
    1.2660    4.1040
    1.3160    4.0790
    1.3660    4.0590
    1.4160    4.0430
    1.4660    4.0310
    1.5160    4.0240
    1.5660    4.0210
    1.6160    4.0200
    1.6660    4.0220
    1.7160    4.0240
    1.7660    4.0260
    1.8160    4.0280
    1.8660    4.0280
    1.8910    4.0260
    1.9160    4.0170
    1.9410    4.0040
    1.9660    3.9860
    1.9910    3.9630
    2.0160    3.9370
    2.0410    3.9080
    2.0660    3.8760
    2.0910    3.8430
    2.1160    3.8080
    2.1410    3.7730
    2.1660    3.7370
    2.1910    3.7020
    2.2160    3.6670
    2.2410    3.6340
    2.2660    3.6010
    2.2910    3.5710
    2.3160    3.5420
    2.3410    3.5140
    2.3660    3.4890
    2.3837    3.5010
    2.4014    3.5120
    2.4191    3.5230
    2.4367    3.5330
    2.4544    3.5430
    2.4721    3.5510
    2.4898    3.5590
    2.5074    3.5660
    2.5251    3.5730
    2.5428    3.5790
    2.5605    3.5840
    2.5782    3.5890
    2.5958    3.5930
    2.6135    3.5970
    2.6312    3.6000
    2.6489    3.6020
    2.6665    3.6040
    2.6842    3.6060
    2.7019    3.6060
    2.7196    3.6070
    2.7726    3.5160
    2.8256    3.4330
    2.8787    3.4540
    2.9317    3.4960
    2.9847    3.5430
    3.0378    3.5970
    3.0908    3.6560
    3.1438    3.7200
    3.1969    3.7870
    3.2499    3.8550
    3.3029    3.9240
    3.3560    3.9910
    3.4090    4.0550
    3.4620    4.1130
    3.5151    4.1650
    3.5681    4.2090
    3.6211    4.2430
    3.6742    4.2690
    3.7272    4.2840
    3.7802    4.2890
 
    0.0000   11.6230
    0.0433   11.6160
    0.0866   11.5940
    0.1299   11.5590
    0.1732   11.5140
    0.2165   11.4620
    0.2598   11.4050
    0.3031   11.3440
    0.3464   11.2720
    0.3897   11.1580
    0.4330   10.9440
    0.4763   10.6490
    0.5196   10.3350
    0.5629   10.0260
    0.6062    9.7350
    0.6495    9.4690
    0.6928    9.2360
    0.7361    9.0430
    0.7794    8.8980
    0.8227    8.8070
    0.8660    8.7760
    0.9160    8.8170
    0.9660    8.9320
    1.0160    9.1060
    1.0660    9.3190
    1.1160    9.5550
    1.1660    9.8060
    1.2160   10.0650
    1.2660   10.2130
    1.3160    9.9850
    1.3660    9.7660
    1.4160    9.5600
    1.4660    9.3700
    1.5160    9.1980
    1.5660    9.0450
    1.6160    8.9140
    1.6660    8.8050
    1.7160    8.7190
    1.7660    8.6570
    1.8160    8.6200
    1.8660    8.6080
    1.8910    8.6170
    1.9160    8.6420
    1.9410    8.6850
    1.9660    8.7450
    1.9910    8.8200
    2.0160    8.9110
    2.0410    9.0160
    2.0660    9.1340
    2.0910    9.2660
    2.1160    9.4090
    2.1410    9.5640
    2.1660    9.7290
    2.1910    9.9030
    2.2160   10.0870
    2.2410   10.2780
    2.2660   10.4770
    2.2910   10.6830
    2.3160   10.8950
    2.3410   11.1130
    2.3660   11.3350
    2.3837   11.2240
    2.4014   11.1170
    2.4191   11.0130
    2.4367   10.9140
    2.4544   10.8190
    2.4721   10.7290
    2.4898   10.6430
    2.5074   10.5640
    2.5251   10.4890
    2.5428   10.4210
    2.5605   10.3580
    2.5782   10.3020
    2.5958   10.2510
    2.6135   10.2070
    2.6312   10.1700
    2.6489   10.1390
    2.6665   10.1150
    2.6842   10.0980
    2.7019   10.0880
    2.7196   10.0840
    2.7726   10.4730
    2.8256   10.8680
    2.8787   11.2470
    2.9317   11.5810
    2.9847   11.7940
    3.0378   11.5980
    3.0908   11.4350
    3.1438   11.3040
    3.1969   11.2050
    3.2499   11.1400
    3.3029   11.0760
    3.3560   10.7430
    3.4090   10.3990
    3.4620   10.0570
    3.5151    9.7270
    3.5681    9.4240
    3.6211    9.1610
    3.6742    8.9550
    3.7272    8.8220
    3.7802    8.7760
 
    0.0000   13.7250
    0.0433   13.6840
    0.0866   13.5640
    0.1299   13.3760
    0.1732   13.1320
    0.2165   12.8460
    0.2598   12.5310
    0.3031   12.2030
    0.3464   11.8790
    0.3897   11.6020
    0.4330   11.4390
    0.4763   11.3750
    0.5196   11.3570
    0.5629   11.3630
    0.6062   11.3840
    0.6495   11.4150
    0.6928   11.4510
    0.7361   11.4870
    0.7794   11.5170
    0.8227   11.5370
    0.8660   11.5450
    0.9160   11.5140
    0.9660   11.4250
    1.0160   11.2850
    1.0660   11.1070
    1.1160   10.9010
    1.1660   10.6770
    1.2160   10.4460
    1.2660   10.3290
    1.3160   10.5970
    1.3660   10.8690
    1.4160   11.1440
    1.4660   11.4190
    1.5160   11.6910
    1.5660   11.9540
    1.6160   12.2010
    1.6660   12.4220
    1.7160   12.6040
    1.7660   12.7380
    1.8160   12.8190
    1.8660   12.8460
    1.8910   12.8530
    1.9160   12.8750
    1.9410   12.9090
    1.9660   12.9560
    1.9910   13.0130
    2.0160   13.0790
    2.0410   13.1500
    2.0660   13.2260
    2.0910   13.3030
    2.1160   13.3800
    2.1410   13.4550
    2.1660   13.2210
    2.1910   12.9800
    2.2160   12.7400
    2.2410   12.5010
    2.2660   12.2620
    2.2910   12.0260
    2.3160   11.7930
    2.3410   11.5620
    2.3660   11.3350
    2.3837   11.4480
    2.4014   11.5630
    2.4191   11.6800
    2.4367   11.7970
    2.4544   11.9150
    2.4721   12.0330
    2.4898   12.1510
    2.5074   12.2690
    2.5251   12.3850
    2.5428   12.4980
    2.5605   12.6090
    2.5782   12.7150
    2.5958   12.8160
    2.6135   12.9100
    2.6312   12.9940
    2.6489   13.0680
    2.6665   13.1280
    2.6842   13.1730
    2.7019   13.2010
    2.7196   13.2100
    2.7726   12.8720
    2.8256   12.5600
    2.8787   12.2760
    2.9317   12.0200
    2.9847   11.8370
    3.0378   11.9780
    3.0908   11.9840
    3.1438   11.8670
    3.1969   11.6580
    3.2499   11.3860
    3.3029   11.1070
    3.3560   11.1050
    3.4090   11.1320
    3.4620   11.1830
    3.5151   11.2520
    3.5681   11.3320
    3.6211   11.4120
    3.6742   11.4810
    3.7272   11.5280
    3.7802   11.5450
 
    0.0000   14.1700
    0.0433   14.1500
    0.0866   14.0890
    0.1299   13.9910
    0.1732   13.8600
    0.2165   13.7010
    0.2598   13.5200
    0.3031   13.3240
    0.3464   13.1190
    0.3897   12.9110
    0.4330   12.7060
    0.4763   12.5080
    0.5196   12.3210
    0.5629   12.1490
    0.6062   11.9950
    0.6495   11.8610
    0.6928   11.7490
    0.7361   11.6600
    0.7794   11.5960
    0.8227   11.5570
    0.8660   11.5450
    0.9160   11.5720
    0.9660   11.6550
    1.0160   11.7910
    1.0660   11.9770
    1.1160   12.2090
    1.1660   12.4820
    1.2160   12.7900
    1.2660   13.1280
    1.3160   13.4910
    1.3660   13.8700
    1.4160   14.2610
    1.4660   14.6550
    1.5160   15.0440
    1.5660   15.2360
    1.6160   15.3730
    1.6660   15.4960
    1.7160   15.5220
    1.7660   15.5060
    1.8160   15.5060
    1.8660   15.5090
    1.8910   15.4710
    1.9160   15.3650
    1.9410   15.2130
    1.9660   15.0320
    1.9910   14.8310
    2.0160   14.6180
    2.0410   14.3960
    2.0660   14.1680
    2.0910   13.9350
    2.1160   13.6990
    2.1410   13.4600
    2.1660   13.5260
    2.1910   13.5910
    2.2160   13.6500
    2.2410   13.7020
    2.2660   13.7450
    2.2910   13.7790
    2.3160   13.8040
    2.3410   13.8190
    2.3660   13.8240
    2.3837   13.8240
    2.4014   13.8240
    2.4191   13.8240
    2.4367   13.8250
    2.4544   13.8260
    2.4721   13.8280
    2.4898   13.8310
    2.5074   13.8350
    2.5251   13.8390
    2.5428   13.8440
    2.5605   13.8490
    2.5782   13.8550
    2.5958   13.8610
    2.6135   13.8670
    2.6312   13.8730
    2.6489   13.8770
    2.6665   13.8810
    2.6842   13.8840
    2.7019   13.8860
    2.7196   13.8870
    2.7726   14.0530
    2.8256   14.1510
    2.8787   14.1720
    2.9317   14.1290
    2.9847   14.0540
    3.0378   13.9130
    3.0908   13.6220
    3.1438   13.3410
    3.1969   13.0740
    3.2499   12.8240
    3.3029   12.5910
    3.3560   12.3790
    3.4090   12.1890
    3.4620   12.0210
    3.5151   11.8770
    3.5681   11.7580
    3.6211   11.6650
    3.6742   11.5980
